,Лига,Клуб,Имя,Номер игрока,Возраст,Позиция,Сыгранные матчи,Играл в основном составе,Завершенные матчи,Начинал со скамейки,Провел игру на скамейке,Кол-во минут,Желтые карточки,Красные карточки,Голы
375,Premier League,Southampton,Boufal,19,26,Полузащитник,20,8,1,12,7,759,2,0,0
376,Premier League,Southampton,Djénépo,12,21,Полузащитник,18,10,4,8,3,926,4,1,2
377,Premier League,Southampton,Valery,43,20,Правый защитник,11,10,4,1,10,784,1,0,0
378,Premier League,Southampton,Walker-Peters,24,22,Правый защитник,10,7,6,3,2,702,1,0,0
379,Premier League,Southampton,Yoshida,3,31,Центральный защитник,8,6,6,2,15,558,1,0,0
380,Premier League,Southampton,Smallbone,27,19,Полузащитник,9,4,0,5,5,393,0,0,0
381,Premier League,Southampton,Danso,38,21,Нападающий,6,3,1,3,16,276,1,1,0
382,Premier League,Southampton,Vokins,29,19,Центральный защитник,1,1,1,0,7,90,0,0,0
383,Premier League,Southampton,Tella,52,20,Нападающий,1,0,0,1,2,2,0,0,0
384,Premier League,Southampton,Ferry,47,19,Нападающий,0,0,0,0,4,0,0,0,0
385,Premier League,Southampton,Jankewitz,64,18,Полузащитник,0,0,0,0,3,0,0,0,0
386,Premier League,Southampton,Lewis,41,22,Вратарь,0,0,0,0,1,0,0,0,0
387,Premier League,Southampton,Maddox,36,21,Полузащитник,0,0,0,0,1,0,0,0,0
388,Premier League,Southampton,N'Lundulu,40,20,Нападающий,0,0,0,0,1,0,0,0,0
389,Premier League,Southampton,Hoedt,6,25,Центральный защитник,0,0,0,0,0,0,0,0,0
390,Premier League,Southampton,Elyounoussi,11,25,Нападающий,0,0,0,0,0,0,0,0,0
391,Premier League,Southampton,McQueen,45,24,Полузащитник,0,0,0,0,0,0,0,0,0
392,Premier League,Southampton,Hesketh,42,23,Полузащитник,0,0,0,0,0,0,0,0,0
393,Premier League,Southampton,Sims,39,22,Нападающий,0,0,0,0,0,0,0,0,0
394,Premier League,Southampton,Slattery,30,20,Полузащитник,0,0,0,0,0,0,0,0,0
395,Premier League,Southampton,Ramsay,31,19,Центральный защитник,0,0,0,0,0,0,0,0,0
396,Premier League,Southampton,Lemina,18,26,Полузащитник,0,0,0,0,0,0,0,0,0
397,Premier League,Southampton,Carrillo,25,28,Нападающий,0,0,0,0,0,0,0,0,0
398,Premier League,Everton,Pickford,1,25,Вратарь,38,38,38,0,0,3420,2,0,-56
399,Premier League,Everton,Coleman,23,31,Правый защитник,27,21,15,6,6,1839,4,1,0
400,Premier League,Everton,Digne,12,26,Левый защитник,35,35,30,0,1,3035,6,0,0
401,Premier League,Everton,Keane,5,26,Центральный защитник,31,28,28,3,6,2556,3,0,2
402,Premier League,Everton,Yerry Mina,13,25,Центральный защитник,29,25,23,4,2,2282,3,0,2
403,Premier League,Everton,Holgate,2,23,Центральный защитник,27,24,22,3,7,2054,5,0,0
404,Premier League,Everton,Sigurðsson,10,30,Полузащитник,35,28,19,7,0,2562,3,0,2
405,Premier League,Everton,Davies,26,21,Полузащитник,30,23,16,7,6,2027,8,0,1
406,Premier League,Everton,André Gomes,21,26,Полузащитник,19,17,13,2,0,1460,6,0,0
407,Premier League,Everton,Richarlison,7,22,Нападающий,36,36,26,0,0,3081,8,0,13
408,Premier League,Everton,Calvert-Lewin,9,22,Нападающий,36,30,20,6,2,2630,9,0,13
409,Premier League,Everton,Stekelenburg,22,37,Вратарь,0,0,0,0,24,0,0,0,0
410,Premier League,Everton,Iwobi,17,23,Нападающий,25,19,6,6,5,1604,0,0,1
411,Premier League,Everton,Sidibé,19,27,Правый защитник,25,18,15,7,6,1820,3,0,0
412,Premier League,Everton,Bernard,20,27,Полузащитник,27,15,3,12,6,1280,2,0,3
413,Premier League,Everton,Walcott,11,30,Нападающий,25,17,1,8,3,1296,1,0,2
414,Premier League,Everton,Lössl,49,30,Вратарь,0,0,0,0,13,0,0,0,0
415,Premier League,Everton,Kean,27,19,Центральный нападающий,29,6,1,23,7,835,1,0,2
416,Premier League,Everton,Delph,8,30,Левый защитник,16,13,10,3,1,1190,4,1,0
417,Premier League,Everton,Schneiderlin,18,30,Полузащитник,15,12,6,3,4,1004,5,1,0
418,Premier League,Everton,Gordon,42,18,Полузащитник,11,4,0,7,5,438,0,0,0
419,Premier League,Everton,Baines,3,35,Левый защитник,8,4,2,4,19,402,0,0,0
420,Premier League,Everton,Tosun,14,28,Нападающий,5,2,1,3,11,290,0,0,1
421,Premier League,Everton,Branthwaite,32,17,Центральный защитник,4,2,2,2,5,298,0,0,0
422,Premier League,Everton,Niasse,29,29,Нападающий,3,0,0,3,1,19,0,0,0
423,Premier League,Everton,Gbamin,25,24,Центральный защитник,2,1,1,1,0,135,0,0,0
424,Premier League,Everton,Baningime,34,21,Полузащитник,0,0,0,0,10,0,0,0,0
425,Premier League,Everton,João Virgínia,31,20,Вратарь,0,0,0,0,8,0,0,0,0
426,Premier League,Everton,Cuco Martina,30,30,Центральный защитник,0,0,0,0,3,0,0,0,0
427,Premier League,Everton,Simms,50,18,Центральный нападающий,0,0,0,0,2,0,0,0,0
428,Premier League,Everton,Gibson,37,19,Центральный защитник,0,0,0,0,1,0,0,0,0
429,Premier League,Everton,Mirallas,28,32,Полузащитник,0,0,0,0,0,0,0,0,0
430,Premier League,Everton,Bolasie,31,30,Полузащитник,0,0,0,0,0,0,0,0,0
431,Premier League,Newcastle,Dúbravka,1,30,Вратарь,38,38,38,0,0,3420,0,0,-58
432,Premier League,Newcastle,Manquillo,19,25,Правый защитник,21,18,15,3,5,1599,5,0,0
433,Premier League,Newcastle,Willems,15,25,Левый защитник,19,18,12,1,2,1498,0,0,2
434,Premier League,Newcastle,Fede,18,30,Центральный защитник,32,29,28,3,4,2618,8,0,2
435,Premier League,Newcastle,Hayden,14,24,Центральный защитник,29,26,20,3,2,2226,4,1,1
436,Premier League,Newcastle,Schär,5,28,Центральный защитник,22,18,15,4,10,1671,5,0,2
437,Premier League,Newcastle,Lascelles,6,26,Центральный защитник,24,24,21,0,0,2079,5,0,1
438,Premier League,Newcastle,Shelvey,8,27,Полузащитник,26,25,19,1,6,2124,3,0,6
439,Premier League,Newcastle,Almirón,24,25,Нападающий,36,35,21,1,1,3034,5,0,4
440,Premier League,Newcastle,Joelinton,9,23,Нападающий,38,32,11,6,0,2698,7,0,2
441,Premier League,Newcastle,Saint-Maximin,10,22,Нападающий,26,23,9,3,1,1874,0,0,3
442,Premier League,Newcastle,Darlow,26,29,Вратарь,0,0,0,0,37,0,0,0,0
443,Premier League,Newcastle,Longstaff,36,22,Полузащитник,23,14,11,9,4,1372,2,1,1
444,Premier League,Newcastle,Ritchie,11,30,Нападающий,18,14,9,4,2,1316,4,0,2
445,Premier League,Newcastle,Gayle,12,29,Нападающий,20,10,2,10,7,849,2,0,4
446,Premier League,Newcastle,Krafth,17,25,Центральный защитник,17,11,7,6,14,1019,0,0,0
447,Premier League,Newcastle,Elliot,21,33,Вратарь,0,0,0,0,1,0,0,0,0
448,Premier League,Newcastle,Dummett,3,28,Левый защитник,16,14,11,2,3,1229,2,0,0
449,Premier League,Newcastle,Clark,2,30,Центральный защитник,14,14,11,0,4,1189,3,0,2
450,Premier League,Newcastle,Yedlin,22,26,Правый защитник,16,10,8,6,9,936,3,0,1
451,Premier League,Newcastle,Atsu,30,27,Полузащитник,19,6,3,13,9,741,2,0,0
452,Premier League,Newcastle,Carroll,7,30,Нападающий,19,4,3,15,2,618,1,0,0
453,Premier League,Newcastle,Rose,28,29,Левый защитник,11,10,7,1,2,865,2,0,0
454,Premier League,Newcastle,Bentaleb,42,25,Полузащитник,12,8,6,4,2,749,2,0,0
455,Premier League,Newcastle,Longstaff,43,19,Полузащитник,9,6,5,3,12,573,1,0,2
456,Premier League,Newcastle,Lazaro,23,23,Полузащитник,13,4,1,9,0,474,0,1,1
457,Premier League,Newcastle,Muto,13,27,Нападающий,8,2,1,6,9,207,0,0,0
458,Premier League,Newcastle,Lejeune,20,28,Центральный защитник,6,4,3,2,6,441,0,0,2
459,Premier League,Newcastle,Ki Sung Yueng,4,30,Полузащитник,3,1,0,2,2,136,0,0,0
460,Premier League,Newcastle,Watts,49,20,Полузащитник,1,0,0,1,2,16,0,0,0
461,Premier League,Newcastle,Allan,50,20,Полузащитник,0,0,0,0,4,0,0,0,0
462,Premier League,Newcastle,Young,60,19,Полузащитник,0,0,0,0,3,0,0,0,0
463,Premier League,Newcastle,Gibson,33,22,Левый защитник,0,0,0,0,1,0,0,0,0
464,Premier League,Crystal Palace,Guaita,31,32,Вратарь,35,35,35,0,0,3150,1,0,-42
465,Premier League,Crystal Palace,Ward,2,30,Центральный защитник,29,27,24,2,0,2383,4,0,0
466,Premier League,Crystal Palace,Van Aanholt,3,29,Левый защитник,29,29,25,0,0,2511,0,0,3
467,Premier League,Crystal Palace,Cahill,24,34,Центральный защитник,25,25,24,0,2,2168,1,0,0
468,Premier League,Crystal Palace,Tomkins,5,30,Центральный защитник,18,18,16,0,3,1584,5,0,1
469,Premier League,Crystal Palace,McArthur,18,32,Полузащитник,37,37,22,0,0,3105,6,0,0
470,Premier League,Crystal Palace,Kouyaté,8,30,Полузащитник,35,29,14,6,3,2536,4,0,1
471,Premier League,Crystal Palace,Milivojević,4,28,Полузащитник,31,28,24,3,1,2514,12,0,3
472,Premier League,Crystal Palace,Zaha,11,27,Нападающий,38,37,36,1,0,3280,5,0,4
473,Premier League,Crystal Palace,Ayew,9,28,Нападающий,37,37,23,0,1,3162,6,0,9
474,Premier League,Crystal Palace,Benteke,17,29,Нападающий,24,13,6,11,3,1258,4,1,2
475,Premier League,Crystal Palace,Hennessey,13,32,Вратарь,3,3,3,0,34,270,0,0,-8
