,Лига,Клуб,Имя,Номер игрока,Возраст,Позиция,Сыгранные матчи,Играл в основном составе,Завершенные матчи,Начинал со скамейки,Провел игру на скамейке,Кол-во минут,Желтые карточки,Красные карточки,Голы
1622,First Division,Athletic Club,Raúl García,22,33,Полузащитник,35,33,22,2,0,2872,11,0,15
1623,First Division,Athletic Club,Unai López,8,24,Полузащитник,26,24,6,2,6,1791,6,0,1
1624,First Division,Athletic Club,Williams,9,25,Нападающий,38,34,11,4,0,2942,3,0,6
1625,First Division,Athletic Club,Muniain,10,27,Нападающий,31,26,13,5,0,2381,4,1,5
1626,First Division,Athletic Club,Córdoba,11,22,Нападающий,24,21,4,3,1,1450,4,0,1
1627,First Division,Athletic Club,Herrerín,13,31,Вратарь,5,4,4,1,33,425,0,0,-9
1628,First Division,Athletic Club,Núñez,3,22,Центральный защитник,20,16,16,4,17,1570,7,0,0
1629,First Division,Athletic Club,Vesga,16,26,Полузащитник,20,13,10,7,5,1267,3,0,0
1630,First Division,Athletic Club,Sancet,34,19,Полузащитник,17,9,0,8,4,741,1,0,1
1631,First Division,Athletic Club,Ibai Gómez,19,30,Нападающий,17,6,2,11,17,688,0,0,0
1632,First Division,Athletic Club,Ezkieta,31,23,Вратарь,0,0,0,0,4,0,0,0,0
1633,First Division,Athletic Club,Villalibre,25,22,Нападающий,19,5,0,14,2,530,0,0,3
1634,First Division,Athletic Club,Lekue,15,26,Полузащитник,14,6,4,8,17,625,0,0,0
1635,First Division,Athletic Club,De Marcos,18,30,Правый защитник,13,6,2,7,4,541,1,0,0
1636,First Division,Athletic Club,Kodro,23,26,Нападающий,12,4,1,8,7,363,0,0,1
1637,First Division,Athletic Club,Balenziaga,24,31,Левый защитник,9,6,5,3,11,564,1,0,0
1638,First Division,Athletic Club,Larrazabal,12,22,Нападающий,10,2,0,8,21,250,0,0,0
1639,First Division,Athletic Club,Beñat,7,32,Полузащитник,11,3,1,8,7,394,0,0,0
1640,First Division,Athletic Club,San José,6,30,Полузащитник,9,3,2,6,15,361,3,0,0
1641,First Division,Athletic Club,Aduriz,20,38,Центральный нападающий,14,0,0,14,3,205,3,0,1
1642,First Division,Athletic Club,Vencedor,27,19,Полузащитник,1,1,0,0,2,74,1,0,0
1643,First Division,Athletic Club,Vivian,29,20,Центральный защитник,0,0,0,0,6,0,0,0,0
1644,First Division,Athletic Club,Sillero,28,21,Правый защитник,0,0,0,0,1,0,0,0,0
1645,First Division,Athletic Club,Ganea,2,27,Левый защитник,0,0,0,0,0,0,0,0,0
1646,First Division,Athletic Club,Guruzeta,30,23,Центральный нападающий,0,0,0,0,0,0,0,0,0
1647,First Division,Athletic Club,Ander Iru,35,21,Вратарь,0,0,0,0,0,0,0,0,0
1648,First Division,Athletic Club,Areso,32,20,Правый защитник,0,0,0,0,0,0,0,0,0
1649,First Division,Eibar,Dmitrović,1,27,Вратарь,35,35,35,0,3,3150,3,0,-51
1650,First Division,Eibar,Arbilla,23,32,Центральный защитник,24,22,20,2,1,2008,5,0,1
1651,First Division,Eibar,José Ángel,15,30,Левый защитник,28,27,24,1,4,2360,4,0,1
1652,First Division,Eibar,Paulo Oliveira,12,27,Центральный защитник,26,23,21,3,8,2091,6,1,1
1653,First Division,Eibar,Bigas,3,29,Центральный защитник,23,21,16,2,11,1779,2,0,3
1654,First Division,Eibar,Diop,8,33,Полузащитник,30,25,17,5,3,2254,7,0,1
1655,First Division,Eibar,Edu Expósito,10,23,Полузащитник,35,24,19,11,3,2312,3,0,4
1656,First Division,Eibar,Pedro León,21,33,Полузащитник,31,23,5,8,6,1895,4,0,1
1657,First Division,Eibar,Inui,22,31,Полузащитник,29,23,13,6,7,1959,2,0,2
1658,First Division,Eibar,Orellana,14,33,Нападающий,29,28,19,1,0,2395,9,1,8
1659,First Division,Eibar,Sergi Enrich,9,29,Нападающий,30,21,7,9,1,1865,6,0,1
1660,First Division,Eibar,Yoel,13,31,Вратарь,3,3,3,0,35,270,1,0,-5
1661,First Division,Eibar,Kike García,17,30,Нападающий,27,20,6,7,5,1771,2,0,5
1662,First Division,Eibar,De Blasis,16,31,Полузащитник,30,15,14,15,7,1601,1,0,2
1663,First Division,Eibar,Charles,19,35,Нападающий,30,13,3,17,5,1299,8,0,6
1664,First Division,Eibar,Escalante,5,26,Полузащитник,23,18,14,5,2,1675,8,1,0
1665,First Division,Eibar,Tejero,24,23,Правый защитник,18,16,13,2,14,1447,4,0,0
1666,First Division,Eibar,Sergio Álvarez,6,27,Полузащитник,18,14,8,4,9,1150,6,0,0
1667,First Division,Eibar,Burgos,2,27,Центральный защитник,15,11,11,4,8,1117,3,0,1
1668,First Division,Eibar,Cristóforo,18,26,Полузащитник,18,9,4,9,1,878,1,0,0
1669,First Division,Eibar,Rober,20,27,Правый защитник,12,11,7,1,9,930,3,0,0
1670,First Division,Eibar,Quique González,7,29,Нападающий,15,4,2,11,15,488,0,0,0
1671,First Division,Eibar,Ramis,4,35,Центральный защитник,7,6,3,1,4,458,1,0,1
1672,First Division,Eibar,Rafa Soares,11,24,Левый защитник,6,6,3,0,6,437,1,0,0
1673,First Division,Eibar,Atienza,33,20,Полузащитник,3,0,0,3,6,29,0,0,0
1674,First Division,Eibar,Marí,27,22,Полузащитник,1,0,0,1,5,6,0,0,0
1675,First Division,Eibar,Cubero,31,20,Полузащитник,0,0,0,0,6,0,0,0,0
1676,First Division,Eibar,Bravo,29,22,Полузащитник,0,0,0,0,1,0,0,0,0
1677,First Division,Eibar,Dufur,38,20,Центральный защитник,0,0,0,0,1,0,0,0,0
1678,First Division,Eibar,Calavera,2,24,Правый защитник,0,0,0,0,0,0,0,0,0
1679,First Division,Betis,Joel,1,29,Вратарь,33,33,32,0,4,2888,3,1,-48
1680,First Division,Betis,Emerson,22,20,Правый защитник,33,32,29,1,1,2842,11,0,3
1681,First Division,Betis,Àlex Moreno,15,26,Левый защитник,31,25,19,6,3,2266,5,0,0
1682,First Division,Betis,Bartra,5,28,Центральный защитник,30,29,25,1,6,2524,8,0,3
1683,First Division,Betis,Mandi,23,28,Центральный защитник,29,29,27,0,6,2575,10,0,0
1684,First Division,Betis,Canales,10,28,Полузащитник,36,36,32,0,0,3167,5,0,6
1685,First Division,Betis,Joaquín,17,38,Полузащитник,34,25,5,9,1,2068,4,0,8
1686,First Division,Betis,Guardado,18,33,Полузащитник,28,25,11,3,3,2047,9,0,0
1687,First Division,Betis,Fekir,8,26,Нападающий,32,31,19,1,0,2648,8,2,7
1688,First Division,Betis,Loren,16,26,Нападающий,36,21,9,15,1,2033,2,1,10
1689,First Division,Betis,Borja Iglesias,9,26,Центральный нападающий,35,21,8,14,1,1920,3,1,3
1690,First Division,Betis,Dani Martín,13,21,Вратарь,6,5,5,1,27,530,0,0,-12
1691,First Division,Betis,Pedraza,6,23,Левый защитник,21,15,7,6,2,1352,3,0,1
1692,First Division,Betis,Feddal,4,30,Центральный защитник,17,16,13,1,10,1432,10,2,1
1693,First Division,Betis,Tello,11,28,Нападающий,27,5,1,22,6,784,1,0,2
1694,First Division,Betis,Sidnei,12,30,Центральный защитник,14,14,11,0,11,1177,0,0,1
1695,First Division,Betis,Carlos Marín,31,22,Вратарь,0,0,0,0,5,0,0,0,0
1696,First Division,Betis,Guido,21,25,Полузащитник,14,11,6,3,3,941,5,0,1
1697,First Division,Betis,William Carvalho,14,27,Полузащитник,13,11,7,2,4,894,6,1,0
1698,First Division,Betis,Aleñá,24,21,Полузащитник,17,7,3,10,3,730,2,0,1
1699,First Division,Betis,Barragán,19,32,Правый защитник,12,7,5,5,20,638,4,0,0
1700,First Division,Betis,Edgar,32,22,Центральный защитник,10,9,2,1,14,682,3,0,0
1701,First Division,Betis,Lainez,20,19,Нападающий,15,2,0,13,14,342,0,0,0
1702,First Division,Betis,Javi García,3,32,Полузащитник,8,4,3,4,9,373,2,0,0
1703,First Division,Betis,Juanmi,7,26,Нападающий,8,2,0,6,5,262,1,1,1
1704,First Division,Betis,Kaptoum,21,23,Полузащитник,5,2,1,3,4,192,1,0,0
1705,First Division,Betis,Ismael,37,19,Полузащитник,3,1,0,2,7,83,1,0,0
1706,First Division,Betis,Raúl,35,19,Центральный нападающий,3,0,0,3,3,17,0,0,0
1707,First Division,Betis,David Ramos,38,22,Полузащитник,0,0,0,0,3,0,0,0,0
1708,First Division,Betis,Rodri,28,19,Полузащитник,0,0,0,0,2,0,0,0,0
1709,First Division,Betis,Trápaga,45,21,Правый защитник,0,0,0,0,1,0,0,0,0
1710,First Division,Betis,Jime,44,20,Центральный защитник,0,0,0,0,1,0,0,0,0
1711,First Division,Betis,Rebollo,30,20,Вратарь,0,0,0,0,1,0,0,0,0
1712,First Division,Betis,Baena,29,19,Нападающий,0,0,0,0,1,0,0,0,0
1713,First Division,Betis,Garrido,41,18,Полузащитник,0,0,0,0,1,0,0,0,0
1714,First Division,Betis,Visus,42,18,Центральный защитник,0,0,0,0,1,0,0,0,0
1715,First Division,Betis,Francis,2,23,Правый защитник,0,0,0,0,0,0,0,0,0
1716,First Division,Betis,Meléndez,34,20,Полузащитник,0,0,0,0,0,0,0,0,0
1717,First Division,Celta de Vigo,Rubén Blanco,13,24,Вратарь,33,33,32,0,0,2961,4,0,-43
1718,First Division,Celta de Vigo,Hugo Mallo,2,28,Правый защитник,27,22,19,5,4,1964,7,0,0
1719,First Division,Celta de Vigo,Olaza,15,25,Левый защитник,35,35,34,0,1,3144,5,0,1
1720,First Division,Celta de Vigo,Araujo,4,28,Центральный защитник,34,32,27,2,1,2892,10,0,1
1721,First Division,Celta de Vigo,Aidoo,18,24,Центральный защитник,32,27,25,5,5,2499,4,0,0
1722,First Division,Celta de Vigo,Rafinha,12,26,Полузащитник,29,25,13,4,0,2113,5,0,4
1723,First Division,Celta de Vigo,Okay,5,25,Полузащитник,26,24,17,2,6,1977,6,0,0
1724,First Division,Celta de Vigo,Fran Beltrán,8,20,Полузащитник,28,22,11,6,6,1829,2,1,1
1725,First Division,Celta de Vigo,Denis Suárez,6,25,Полузащитник,26,20,7,6,3,1630,3,0,1
1726,First Division,Celta de Vigo,Iago Aspas,10,32,Нападающий,37,37,30,0,0,3263,9,0,14
1727,First Division,Celta de Vigo,Santi Mina,22,24,Нападающий,34,21,10,13,1,1942,4,0,6
1728,First Division,Celta de Vigo,Iván Villar,25,22,Вратарь,4,3,3,1,10,279,0,0,-5
1729,First Division,Celta de Vigo,Brais Méndez,23,22,Полузащитник,31,15,4,16,6,1472,4,0,0
1730,First Division,Celta de Vigo,Kevin Vázquez,20,26,Центральный защитник,17,16,8,1,11,1329,6,0,0
1731,First Division,Celta de Vigo,Murillo,21,27,Центральный защитник,18,17,16,1,0,1529,5,0,1
1732,First Division,Celta de Vigo,Lobotka,14,25,Полузащитник,17,17,9,0,1,1385,1,0,0
1733,First Division,Celta de Vigo,Sergio Álvarez,1,33,Вратарь,2,2,2,0,20,180,3,0,-1
1734,First Division,Celta de Vigo,Pione Sisto,11,24,Нападающий,21,8,2,13,7,887,2,0,2
1735,First Division,Celta de Vigo,Gabriel Fernández,19,25,Нападающий,20,5,1,15,14,562,4,1,1
1736,First Division,Celta de Vigo,Pape Cheikh,24,22,Полузащитник,16,6,2,10,15,600,5,1,0
1737,First Division,Celta de Vigo,Smolov,9,29,Нападающий,14,10,1,4,0,747,4,0,2
1738,First Division,Celta de Vigo,Bradarić,14,27,Полузащитник,14,7,3,7,3,703,2,1,0
1739,First Division,Celta de Vigo,Jorge Sáenz,16,23,Центральный защитник,7,5,3,2,13,373,3,1,0
1740,First Division,Celta de Vigo,David Costas,3,24,Центральный защитник,6,3,3,3,7,338,1,0,0
1741,First Division,Celta de Vigo,Nolito,3,33,Нападающий,7,1,0,6,1,320,2,1,2
1742,First Division,Celta de Vigo,Juan Hernández,7,25,Нападающий,5,1,0,4,9,87,0,0,0
1743,First Division,Celta de Vigo,Juncà,17,26,Левый защитник,3,3,2,0,4,258,1,0,0
1744,First Division,Celta de Vigo,Jacobo,29,22,Полузащитник,2,1,0,1,9,84,1,0,0
1745,First Division,Celta de Vigo,Losada,36,18,Полузащитник,2,0,0,2,5,13,0,0,1
1746,First Division,Celta de Vigo,Bermejo,28,22,Полузащитник,1,0,0,1,8,5,0,0,0
1747,First Division,Celta de Vigo,Fontán,31,19,Центральный защитник,0,0,0,0,7,0,0,0,0
1748,First Division,Celta de Vigo,Rosić,40,23,Вратарь,0,0,0,0,7,0,0,0,0
1749,First Division,Celta de Vigo,Fran Vieites,27,20,Вратарь,0,0,0,0,4,0,0,0,0
1750,First Division,Celta de Vigo,Carreira,32,19,Центральный защитник,0,0,0,0,2,0,0,0,0
1751,First Division,Celta de Vigo,Iago Domínguez,35,18,Вратарь,0,0,0,0,1,0,0,0,0
1752,First Division,Celta de Vigo,Beauvue,9,31,Нападающий,0,0,0,0,0,0,0,0,0
1753,First Division,Celta de Vigo,Jozabed,21,28,Полузащитник,0,0,0,0,0,0,0,0,0
1754,First Division,Leganés,Cuéllar,1,35,Вратарь,27,27,26,0,1,2430,3,1,-33
1755,First Division,Leganés,Rosales,16,31,Правый защитник,25,21,14,4,6,1871,7,0,0
1756,First Division,Leganés,Jonathan Silva,5,25,Левый защитник,33,32,28,1,2,2785,13,1,1
1757,First Division,Leganés,Bustinza,3,27,Центральный защитник,33,31,22,2,1,2685,8,0,0
1758,First Division,Leganés,Siovas,22,31,Центральный защитник,24,23,18,1,4,1918,7,0,0
1759,First Division,Leganés,Omeruo,4,26,Центральный защитник,23,22,17,1,6,1873,5,0,1
1760,First Division,Leganés,Kévin Rodrigues,24,25,Левый защитник,26,22,15,4,7,1935,5,1,1
1761,First Division,Leganés,Rubén Pérez,21,30,Полузащитник,26,25,22,1,4,2197,10,0,1
1762,First Division,Leganés,Óscar,27,21,Полузащитник,30,22,7,8,0,1915,6,1,9
1763,First Division,Leganés,Roque Mesa,6,30,Полузащитник,29,22,9,7,4,2011,11,0,1
1764,First Division,Leganés,Braithwaite,7,28,Центральный нападающий,24,21,17,3,0,1933,3,0,6
1765,First Division,Leganés,Soriano,13,22,Вратарь,11,11,11,0,27,990,2,0,-18
1766,First Division,Leganés,Awaziem,12,22,Центральный защитник,26,21,19,5,8,1999,10,0,0
1767,First Division,Leganés,Recio,8,28,Полузащитник,25,18,10,7,7,1572,11,0,0
1768,First Division,Leganés,Ruibal,19,23,Нападающий,25,13,5,12,9,1223,5,0,0
1769,First Division,Leganés,Carrillo,18,28,Нападающий,24,13,8,11,2,1211,2,0,1
1770,First Division,Leganés,Lombo,35,20,Вратарь,0,0,0,0,11,0,0,0,0
1771,First Division,Leganés,Eraso,17,29,Полузащитник,20,11,1,9,13,816,3,0,0
1772,First Division,Leganés,En-Nesyri,26,22,Центральный нападающий,18,15,13,3,0,1386,2,0,4
1773,First Division,Leganés,Tarín,15,23,Центральный защитник,14,12,9,2,8,955,1,0,0
1774,First Division,Leganés,Guerrero,9,29,Нападающий,13,9,3,4,3,789,0,0,1
1775,First Division,Leganés,Amadou,23,26,Полузащитник,10,9,5,1,5,771,2,0,0
1776,First Division,Leganés,Bryan Gil,26,18,Нападающий,12,4,2,8,4,555,2,0,1
1777,First Division,Leganés,Assalé,20,26,Нападающий,14,2,0,12,1,523,1,0,2
1778,First Division,Leganés,Arnaiz,10,24,Нападающий,12,2,1,10,7,334,2,0,0
1779,First Division,Leganés,Avilés,33,22,Полузащитник,9,1,0,8,5,179,1,0,1
1780,First Division,Leganés,Navarro,2,24,Правый защитник,4,3,1,1,15,221,1,0,0
1781,First Division,Leganés,Rivera,14,22,Полузащитник,5,3,3,2,3,311,3,0,0
1782,First Division,Leganés,Manu,39,19,Нападающий,4,2,0,2,3,118,1,0,0
1783,First Division,Leganés,Sabin Merino,9,27,Нападающий,2,1,0,1,3,78,0,0,0
1784,First Division,Leganés,Grandi,30,22,Вратарь,0,0,0,0,6,0,0,0,0
1785,First Division,Leganés,Amores,36,22,Полузащитник,0,0,0,0,4,0,0,0,0
1786,First Division,Leganés,Iván López,28,21,Центральный защитник,0,0,0,0,4,0,0,0,0
1787,First Division,Leganés,Szymanowski,11,31,Нападающий,0,0,0,0,3,0,0,0,0
1788,First Division,Leganés,Mourid,29,19,Центральный защитник,0,0,0,0,3,0,0,0,0
1789,First Division,Leganés,Kravets,23,22,Левый защитник,0,0,0,0,1,0,0,0,0
1790,First Division,Leganés,Juan Muñoz,14,24,Нападающий,0,0,0,0,0,0,0,0,0
1791,First Division,Leganés,Varela,20,23,Полузащитник,0,0,0,0,0,0,0,0,0
1792,First Division,Leganés,Plomer,31,21,Нападающий,0,0,0,0,0,0,0,0,0
1793,First Division,Leganés,Mario,32,20,Центральный защитник,0,0,0,0,0,0,0,0,0
1794,First Division,Espanyol,Diego López,13,38,Вратарь,36,36,35,0,0,3232,4,1,-58
1795,First Division,Espanyol,David López,15,30,Центральный защитник,32,29,19,3,0,2457,4,1,4
1796,First Division,Espanyol,Dídac Vilà,17,30,Левый защитник,30,28,24,2,5,2491,9,0,0
1797,First Division,Espanyol,Bernardo,20,30,Центральный защитник,26,26,24,0,3,2259,5,1,3
1798,First Division,Espanyol,Cabrera,18,28,Центральный защитник,17,17,17,0,0,1530,2,0,0
1799,First Division,Espanyol,Marc Roca,21,23,Полузащитник,35,35,24,0,0,3017,8,0,2
1800,First Division,Espanyol,Darder,10,26,Полузащитник,36,29,21,7,1,2663,5,0,2
1801,First Division,Espanyol,Víctor Sánchez,4,32,Полузащитник,25,20,12,5,8,1685,10,1,0
1802,First Division,Espanyol,Lei,7,28,Нападающий,33,21,4,12,5,1715,3,0,4
1803,First Division,Espanyol,Calleri,12,26,Нападающий,27,20,10,7,1,1814,5,1,1
1804,First Division,Espanyol,Embarba,23,27,Нападающий,18,17,6,1,0,1374,4,0,2
1805,First Division,Espanyol,Oier Olazábal,25,30,Вратарь,2,2,2,0,9,180,0,0,0
1806,First Division,Espanyol,Melendo,14,22,Полузащитник,24,12,2,12,10,1106,0,0,0
1807,First Division,Espanyol,Javi López,16,33,Правый защитник,17,16,12,1,14,1385,4,1,0
1808,First Division,Espanyol,Naldo,5,31,Центральный защитник,18,15,12,3,8,1337,7,1,0
1809,First Division,Espanyol,Pedrosa,3,21,Левый защитник,20,11,8,9,13,1086,3,0,1
1810,First Division,Espanyol,Andrés Prieto,1,26,Вратарь,0,0,0,0,29,0,1,0,0
1811,First Division,Espanyol,Víctor Gómez,34,19,Правый защитник,18,14,12,4,6,1272,2,0,0
1812,First Division,Espanyol,Vargas,22,22,Нападающий,21,10,5,11,10,1024,1,0,0
1813,First Division,Espanyol,Campuzano,31,22,Нападающий,20,9,2,11,6,864,2,0,0
1814,First Division,Espanyol,Calero,24,24,Центральный защитник,15,12,9,3,13,1045,4,1,0
1815,First Division,Espanyol,De Tomás,11,25,Нападающий,14,11,9,3,0,1075,5,0,4
1816,First Division,Espanyol,Ferreyra,9,28,Нападающий,16,5,1,11,0,574,2,0,1
1817,First Division,Espanyol,Granero,23,32,Полузащитник,11,5,1,6,5,470,5,0,1
1818,First Division,Espanyol,Iturraspe,8,30,Полузащитник,8,3,0,5,7,241,1,0,0
1819,First Division,Espanyol,Pipa,2,21,Правый защитник,7,5,4,2,2,473,2,0,0
1820,First Division,Espanyol,Pol Lozano,26,20,Полузащитник,5,2,1,3,12,172,0,1,0
1821,First Division,Espanyol,Nico Melamed,33,18,Полузащитник,6,2,0,4,3,183,1,0,0
1822,First Division,Espanyol,Lluís López,6,22,Центральный защитник,4,3,3,1,4,300,1,0,0
1823,First Division,Espanyol,Corchia,18,29,Правый защитник,3,3,2,0,2,270,1,0,0
1824,First Division,Espanyol,Piatti,19,30,Нападающий,3,0,0,3,1,56,0,0,0
1825,First Division,Espanyol,Villahermosa,38,18,Полузащитник,0,0,0,0,6,0,0,0,0
1826,First Division,Espanyol,Soni,36,21,Нападающий,1,0,0,1,0,4,0,0,0
1827,First Division,Espanyol,Puado,11,21,Нападающий,0,0,0,0,3,0,0,0,0
1828,First Division,Espanyol,Jutglà,40,20,Нападающий,0,0,0,0,2,0,0,0,0
1829,First Division,Espanyol,Tugarinov,39,20,Центральный защитник,0,0,0,0,2,0,0,0,0
1830,First Division,Espanyol,Moha,29,22,Нападающий,0,0,0,0,1,0,0,0,0
1831,First Division,Espanyol,Borja Iglesias,7,26,Центральный нападающий,0,0,0,0,0,0,0,0,0
1832,First Division,Espanyol,Pujol,37,21,Центральный защитник,0,0,0,0,0,0,0,0,0
1833,First Division,Espanyol,Adrián López,27,20,Вратарь,0,0,0,0,0,0,0,0,0
1834,Ligue 1,PSG,Keylor Navas,1,33,Вратарь,21,21,21,0,1,1890,0,0,-18
1835,Ligue 1,PSG,Thiago Silva,2,35,Центральный защитник,21,20,13,1,0,1577,1,0,0
1836,Ligue 1,PSG,Bernat,14,26,Левый защитник,18,16,12,2,2,1390,5,0,0
1837,Ligue 1,PSG,Marquinhos,5,25,Центральный защитник,19,15,15,4,0,1472,1,0,3
1838,Ligue 1,PSG,Diallo,22,23,Центральный защитник,16,14,10,2,5,1203,4,0,0
1839,Ligue 1,PSG,Di María,11,31,Полузащитник,26,23,15,3,1,2005,2,0,8
1840,Ligue 1,PSG,Gueye,27,30,Полузащитник,20,19,16,1,1,1655,2,0,1
1841,Ligue 1,PSG,Verratti,6,27,Полузащитник,20,15,11,5,1,1481,6,0,0
1842,Ligue 1,PSG,Mbappé,7,21,Нападающий,20,17,12,3,0,1515,0,0,18
1843,Ligue 1,PSG,Neymar,10,27,Нападающий,15,15,11,0,0,1322,3,1,12
1844,Ligue 1,PSG,Icardi,18,26,Нападающий,20,14,7,6,1,1268,0,0,12
1845,Ligue 1,PSG,Areola,16,26,Вратарь,3,3,3,0,1,270,0,0,-2
1846,Ligue 1,PSG,Sarabia,19,27,Полузащитник,21,13,5,8,4,1164,1,0,4
1847,Ligue 1,PSG,Kimpembe,3,24,Центральный защитник,16,14,13,2,5,1224,6,0,0
1848,Ligue 1,PSG,Meunier,12,28,Правый защитник,16,14,11,2,5,1243,3,0,0
1849,Ligue 1,PSG,Paredes,8,25,Полузащитник,17,8,6,9,9,807,2,0,1
1850,Ligue 1,PSG,Sergio Rico,16,26,Вратарь,2,2,2,0,21,180,0,0,-4
1851,Ligue 1,PSG,Kurzawa,20,27,Левый защитник,14,9,7,5,4,856,4,0,1
1852,Ligue 1,PSG,Cavani,9,32,Нападающий,14,7,3,7,2,602,2,0,4
1853,Ligue 1,PSG,Draxler,23,26,Полузащитник,11,7,4,4,6,685,5,0,0
1854,Ligue 1,PSG,Dagba,31,21,Правый защитник,10,7,6,3,5,666,1,0,0
1855,Ligue 1,PSG,Choupo-Moting,17,30,Нападающий,9,5,1,4,7,452,0,0,3
1856,Ligue 1,PSG,Ander Herrera,21,30,Полузащитник,8,6,4,2,4,547,0,0,1
1857,Ligue 1,PSG,Kehrer,4,23,Центральный защитник,7,5,4,2,3,479,0,0,1
1858,Ligue 1,PSG,Kouassi,33,17,Центральный защитник,6,4,3,2,8,451,1,0,2
1859,Ligue 1,PSG,Bułka,30,20,Вратарь,1,1,1,0,3,90,0,0,0
1860,Ligue 1,PSG,Mbe Soh,36,18,Центральный защитник,1,1,0,0,3,59,0,0,0
1861,Ligue 1,PSG,Aouchiche,33,17,Полузащитник,1,1,0,0,3,65,0,0,0
1862,Ligue 1,PSG,Bakker,25,19,Левый защитник,1,1,1,0,2,90,1,0,0
1863,Ligue 1,PSG,Jesé,29,26,Нападающий,1,0,0,1,0,1,0,0,0
1864,Ligue 1,PSG,Zagre,33,18,Левый защитник,1,0,0,1,0,24,0,0,0
1865,Ligue 1,PSG,Muinga,33,17,Центральный нападающий,0,0,0,0,2,0,0,0,0
1866,Ligue 1,PSG,Innocent,40,19,Вратарь,0,0,0,0,1,0,0,0,0
1867,Ligue 1,PSG,Nsoki,34,20,Левый защитник,0,0,0,0,0,0,0,0,0
1868,Ligue 1,PSG,Ruiz-Atil,34,17,Полузащитник,0,0,0,0,0,0,0,0,0
1869,Ligue 1,Olympique de Marseille,Mandanda,30,34,Вратарь,27,27,26,0,0,2371,1,0,-27
1870,Ligue 1,Olympique de Marseille,Sarr,17,27,Правый защитник,27,25,17,2,0,2170,3,0,1
1871,Ligue 1,Olympique de Marseille,Amavi,18,25,Левый защитник,26,24,23,2,1,2163,9,0,1
1872,Ligue 1,Olympique de Marseille,Kamara,4,20,Центральный защитник,24,24,22,0,0,2141,7,1,1
1873,Ligue 1,Olympique de Marseille,Ćaleta-Car,15,23,Центральный защитник,23,20,20,3,3,1884,6,0,1
1874,Ligue 1,Olympique de Marseille,Álvaro,3,29,Центральный защитник,20,19,17,1,2,1629,4,1,0
1875,Ligue 1,Olympique de Marseille,Sakai,2,29,Правый защитник,21,19,15,2,1,1622,3,0,0
1876,Ligue 1,Olympique de Marseille,Sanson,8,25,Полузащитник,27,26,12,1,0,2186,5,0,5
1877,Ligue 1,Olympique de Marseille,Rongier,21,25,Полузащитник,23,20,14,3,1,1793,3,0,0
1878,Ligue 1,Olympique de Marseille,Benedetto,9,33,Нападающий,26,25,10,1,0,2115,4,0,11
1879,Ligue 1,Olympique de Marseille,Payet,10,32,Нападающий,22,22,15,0,0,1937,5,1,9
1880,Ligue 1,Olympique de Marseille,Pelé,16,37,Вратарь,2,1,1,1,26,149,0,0,-2
1881,Ligue 1,Olympique de Marseille,Strootman,12,29,Полузащитник,25,15,13,10,0,1409,7,0,2
1882,Ligue 1,Olympique de Marseille,Germain,28,29,Нападающий,25,14,6,11,3,1347,1,0,2
1883,Ligue 1,Olympique de Marseille,Maxime Lopez,27,22,Полузащитник,23,13,4,10,5,1112,2,0,0
1884,Ligue 1,Olympique de Marseille,Radonjić,7,23,Нападающий,21,8,2,13,4,874,3,0,5
1885,Ligue 1,Olympique de Marseille,Ngapandouetnbu,1,16,Вратарь,0,0,0,0,1,0,0,0,0
1886,Ligue 1,Olympique de Marseille,Aké,36,18,Нападающий,9,0,0,9,15,90,1,0,0
1887,Ligue 1,Olympique de Marseille,Khaoui,24,24,Полузащитник,7,0,0,7,19,99,1,0,0
1888,Ligue 1,Olympique de Marseille,Perrin,32,21,Центральный защитник,4,4,4,0,8,360,2,0,0
1889,Ligue 1,Olympique de Marseille,Luiz Gustavo,19,32,Полузащитник,3,2,2,1,0,189,0,0,0
1890,Ligue 1,Olympique de Marseille,Chabrolle,29,21,Нападающий,1,0,0,1,14,17,0,0,0
1891,Ligue 1,Olympique de Marseille,Lihadji,33,17,Нападающий,2,0,0,2,4,23,0,0,0
1892,Ligue 1,Olympique de Marseille,Thauvin,26,26,Нападающий,2,0,0,2,0,20,0,0,0
1893,Ligue 1,Olympique de Marseille,Ali Mohamed,31,20,Правый защитник,0,0,0,0,4,0,0,0,0
1894,Ligue 1,Olympique de Marseille,Phliponeau,34,19,Полузащитник,0,0,0,0,2,0,0,0,0
1895,Ligue 1,Olympique de Marseille,Nkounkou,33,19,Левый защитник,0,0,0,0,1,0,0,0,0
1896,Ligue 1,Olympique de Marseille,Rami,23,34,Центральный защитник,0,0,0,0,0,0,0,0,0
1897,Ligue 1,Olympique de Marseille,Sertic,22,30,Полузащитник,0,0,0,0,0,0,0,0,0
1898,Ligue 1,Olympique de Marseille,Rocchia,20,21,Левый защитник,0,0,0,0,0,0,0,0,0
1899,Ligue 1,Olympique de Marseille,Dia,40,20,Вратарь,0,0,0,0,0,0,0,0,0
1900,Ligue 1,Rennes,Mendy,16,27,Вратарь,24,24,24,0,1,2160,1,0,-19
1901,Ligue 1,Rennes,Traoré,27,27,Правый защитник,27,27,25,0,0,2413,7,0,0
1902,Ligue 1,Rennes,Maouassa,17,21,Левый защитник,23,23,13,0,3,1813,3,0,3
1903,Ligue 1,Rennes,Da Silva,3,31,Центральный защитник,25,25,24,0,1,2245,3,0,1
